order_id,store_id,partner_id,category,order_time,promised_time,delivered_time,delivered_time_dt,delivery_minutes,vehicle_type,at_risk,order_hour,city,locality,is_on_time,predicted_at_risk
O01250,S018,P048,Household,2026-06-08 23:42:00,2026-06-08 23:52:00,2026-06-08 23:48:53,2026-06-08 23:48:53,6.883333333333334,bike,0,23,Bengaluru,Electronic City,1,
O01595,S005,P054,Fruits & Vegetables,2026-06-18 13:44:00,2026-06-18 13:54:00,2026-06-18 13:53:09,2026-06-18 13:53:09,9.15,bike,0,13,Mumbai,Malad,1,1.0
O00654,S012,P052,Bakery,2026-06-24 08:44:00,2026-06-24 08:54:00,2026-06-24 08:52:30,2026-06-24 08:52:30,8.5,bike,0,8,Bengaluru,Indiranagar,1,
O00979,S003,P030,Bakery,2026-06-15 17:17:00,2026-06-15 17:27:00,2026-06-15 17:25:51,2026-06-15 17:25:51,8.85,bike,0,17,Mumbai,Powai,1,
O00552,S001,P036,Dairy,2026-06-04 04:36:00,2026-06-04 04:46:00,2026-06-04 04:42:12,2026-06-04 04:42:12,6.2,bike,0,4,Mumbai,Andheri,1,
O01111,S017,P045,Bakery,2026-06-23 22:30:00,2026-06-23 22:40:00,2026-06-23 22:39:41,2026-06-23 22:39:41,9.683333333333334,bike,0,22,Bengaluru,JP Nagar,1,
O01729,S005,P014,Beverages,2026-06-06 07:34:00,2026-06-06 07:44:00,2026-06-06 07:37:59,2026-06-06 07:37:59,3.983333333333333,scooter,0,7,Mumbai,Malad,1,
O00881,S001,P010,Beverages,2026-06-10 22:53:00,2026-06-10 23:03:00,2026-06-10 23:06:43,2026-06-10 23:06:43,13.716666666666669,bike,1,22,Mumbai,Andheri,0,1.0
O01319,S020,P056,Dairy,2026-06-01 08:09:00,2026-06-01 08:19:00,2026-06-01 08:18:26,2026-06-01 08:18:26,9.433333333333334,bike,0,8,Bengaluru,Malleshwaram,1,
O00112,S005,P005,Bakery,2026-06-26 22:21:00,2026-06-26 22:31:00,2026-06-26 22:35:18,2026-06-26 22:35:18,14.3,bike,1,22,Mumbai,Malad,0,1.0
O01614,S006,P019,Beverages,2026-06-23 13:05:00,2026-06-23 13:15:00,2026-06-23 13:14:47,2026-06-23 13:14:47,9.783333333333331,bike,0,13,Mumbai,Chembur,1,
O00315,S020,P039,Fruits & Vegetables,2026-06-25 11:40:00,2026-06-25 11:50:00,2026-06-25 11:49:03,2026-06-25 11:49:03,9.05,bike,0,11,Bengaluru,Malleshwaram,1,1.0
O01698,S001,P017,Fruits & Vegetables,2026-06-20 10:40:00,2026-06-20 10:50:00,2026-06-20 10:45:14,2026-06-20 10:45:14,5.233333333333333,bike,0,10,Mumbai,Andheri,1,
O01079,S008,P004,Beverages,2026-06-30 13:28:00,2026-06-30 13:38:00,2026-06-30 13:35:49,2026-06-30 13:35:49,7.816666666666666,bike,0,13,Mumbai,Worli,1,
O00730,S020,P004,Snacks,2026-06-19 19:40:00,2026-06-19 19:50:00,2026-06-19 19:48:19,2026-06-19 19:48:19,8.316666666666666,bike,0,19,Bengaluru,Malleshwaram,1,1.0
O01368,S017,P053,Household,2026-06-11 08:36:00,2026-06-11 08:46:00,2026-06-11 08:45:38,2026-06-11 08:45:38,9.633333333333333,scooter,0,8,Bengaluru,JP Nagar,1,
O00897,S007,P012,Household,2026-06-01 06:54:00,2026-06-01 07:04:00,2026-06-01 07:05:57,2026-06-01 07:05:57,11.95,bike,1,6,Mumbai,Borivali,0,
O01653,S009,P001,Fruits & Vegetables,2026-06-07 02:26:00,2026-06-07 02:36:00,2026-06-07 02:35:04,2026-06-07 02:35:04,9.066666666666666,scooter,0,2,Mumbai,Kurla,1,
O01185,S002,P048,Dairy,2026-06-26 19:16:00,2026-06-26 19:26:00,2026-06-26 19:33:54,2026-06-26 19:33:54,17.9,bike,1,19,Mumbai,Bandra,0,
O01749,S005,P052,Dairy,2026-06-08 18:47:00,2026-06-08 18:57:00,2026-06-08 18:55:46,2026-06-08 18:55:46,8.766666666666667,bike,0,18,Mumbai,Malad,1,1.0
O00094,S002,P057,Fruits & Vegetables,2026-06-24 11:16:00,2026-06-24 11:26:00,2026-06-24 11:24:12,2026-06-24 11:24:12,8.2,bicycle,0,11,Mumbai,Bandra,1,0.0
O00128,S011,P052,Snacks,2026-06-15 22:09:00,2026-06-15 22:19:00,2026-06-15 22:16:02,2026-06-15 22:16:02,7.033333333333333,bike,0,22,Bengaluru,Koramangala,1,
O00821,S014,P011,Household,2026-06-18 08:15:00,2026-06-18 08:25:00,2026-06-18 08:26:59,2026-06-18 08:26:59,11.983333333333333,bike,1,8,Bengaluru,HSR Layout,0,
O00941,S017,P017,Bakery,2026-06-29 06:38:00,2026-06-29 06:48:00,2026-06-29 06:50:31,2026-06-29 06:50:31,12.516666666666667,bike,1,6,Bengaluru,JP Nagar,0,0.0
O01457,S010,P026,Bakery,2026-06-06 20:53:00,2026-06-06 21:03:00,2026-06-06 21:07:58,2026-06-06 21:07:58,14.966666666666669,scooter,1,20,Mumbai,Goregaon,0,
O00916,S010,P057,Dairy,2026-06-16 13:19:00,2026-06-16 13:29:00,2026-06-16 13:26:08,2026-06-16 13:26:08,7.133333333333334,bicycle,0,13,Mumbai,Goregaon,1,
O00555,S004,P012,Grocery,2026-06-28 19:35:00,2026-06-28 19:45:00,2026-06-28 19:45:15,2026-06-28 19:45:15,10.25,bike,1,19,Mumbai,Dadar,0,
O00521,S011,P033,Fruits & Vegetables,2026-06-14 22:58:00,2026-06-14 23:08:00,2026-06-14 23:07:39,2026-06-14 23:07:39,9.65,scooter,0,22,Bengaluru,Koramangala,1,
O01177,S001,P045,Dairy,2026-06-09 17:43:00,2026-06-09 17:53:00,2026-06-09 17:50:58,2026-06-09 17:50:58,7.966666666666667,bike,0,17,Mumbai,Andheri,1,
O00739,S018,P058,Household,2026-06-15 19:26:00,2026-06-15 19:36:00,2026-06-15 19:35:15,2026-06-15 19:35:15,9.25,bike,0,19,Bengaluru,Electronic City,1,
O01442,S003,P019,Personal Care,2026-06-02 14:22:00,2026-06-02 14:32:00,2026-06-02 14:30:59,2026-06-02 14:30:59,8.983333333333333,bike,0,14,Mumbai,Powai,1,
O01758,S015,P054,Snacks,2026-06-04 16:18:00,2026-06-04 16:28:00,2026-06-04 16:27:12,2026-06-04 16:27:12,9.2,bike,0,16,Bengaluru,Jayanagar,1,
O01105,S020,P057,Fruits & Vegetables,2026-06-29 18:07:00,2026-06-29 18:17:00,2026-06-29 18:20:13,2026-06-29 18:20:13,13.216666666666669,bicycle,1,18,Bengaluru,Malleshwaram,0,
O01625,S009,P037,Fruits & Vegetables,2026-06-19 03:32:00,2026-06-19 03:42:00,2026-06-19 03:43:00,2026-06-19 03:43:00,11.0,scooter,1,3,Mumbai,Kurla,0,
O00059,S016,P015,Beverages,2026-06-14 14:24:00,2026-06-14 14:34:00,2026-06-14 14:31:38,2026-06-14 14:31:38,7.633333333333334,bike,0,14,Bengaluru,Marathahalli,1,
O00709,S003,P012,Bakery,2026-06-28 17:44:00,2026-06-28 17:54:00,2026-06-28 17:52:01,2026-06-28 17:52:01,8.016666666666667,bike,0,17,Mumbai,Powai,1,
O00778,S002,P037,Bakery,2026-06-23 12:37:00,2026-06-23 12:47:00,2026-06-23 12:44:38,2026-06-23 12:44:38,7.633333333333334,scooter,0,12,Mumbai,Bandra,1,
O01453,S017,P048,Grocery,2026-06-23 09:09:00,2026-06-23 09:19:00,2026-06-23 09:14:04,2026-06-23 09:14:04,5.066666666666666,bike,0,9,Bengaluru,JP Nagar,1,
O01303,S004,P035,Beverages,2026-06-04 15:53:00,2026-06-04 16:03:00,2026-06-04 16:00:10,2026-06-04 16:00:10,7.166666666666667,bike,0,15,Mumbai,Dadar,1,
O01654,S011,P007,Personal Care,2026-06-08 02:20:00,2026-06-08 02:30:00,2026-06-08 02:27:45,2026-06-08 02:27:45,7.75,bike,0,2,Bengaluru,Koramangala,1,
O00262,S018,P034,Bakery,2026-06-29 21:54:00,2026-06-29 22:04:00,2026-06-29 22:06:13,2026-06-29 22:06:13,12.216666666666669,bike,1,21,Bengaluru,Electronic City,0,0.0
O01722,S018,P050,Snacks,2026-06-18 08:32:00,2026-06-18 08:42:00,2026-06-18 08:40:58,2026-06-18 08:40:58,8.966666666666667,bike,0,8,Bengaluru,Electronic City,1,
O01667,S020,P040,Snacks,2026-06-20 16:26:00,2026-06-20 16:36:00,2026-06-20 16:36:24,2026-06-20 16:36:24,10.4,bike,1,16,Bengaluru,Malleshwaram,0,
O01475,S017,P032,Personal Care,2026-06-27 09:52:00,2026-06-27 10:02:00,2026-06-27 10:00:04,2026-06-27 10:00:04,8.066666666666666,scooter,0,9,Bengaluru,JP Nagar,1,0.0
O00786,S019,P048,Dairy,2026-06-22 13:51:00,2026-06-22 14:01:00,2026-06-22 14:03:08,2026-06-22 14:03:08,12.133333333333333,bike,1,13,Bengaluru,Yelahanka,0,
O00735,S001,P041,Personal Care,2026-06-23 10:50:00,2026-06-23 11:00:00,2026-06-23 10:58:36,2026-06-23 10:58:36,8.6,bike,0,10,Mumbai,Andheri,1,
O00266,S008,P001,Beverages,2026-06-13 09:48:00,2026-06-13 09:58:00,2026-06-13 09:55:31,2026-06-13 09:55:31,7.516666666666667,scooter,0,9,Mumbai,Worli,1,
O01598,S001,P013,Bakery,2026-06-12 15:00:00,2026-06-12 15:10:00,2026-06-12 15:07:00,2026-06-12 15:07:00,7.0,bike,0,15,Mumbai,Andheri,1,
O01206,S012,P052,Dairy,2026-06-17 18:37:00,2026-06-17 18:47:00,2026-06-17 18:46:18,2026-06-17 18:46:18,9.3,bike,0,18,Bengaluru,Indiranagar,1,
O00846,S015,P046,Grocery,2026-06-28 17:24:00,2026-06-28 17:34:00,2026-06-28 17:31:35,2026-06-28 17:31:35,7.583333333333333,bike,0,17,Bengaluru,Jayanagar,1,
O00002,S015,P001,Beverages,2026-06-17 19:32:00,2026-06-17 19:42:00,2026-06-17 19:43:39,2026-06-17 19:43:39,11.65,scooter,1,19,Bengaluru,Jayanagar,0,
O00689,S010,P001,Household,2026-06-23 19:19:00,2026-06-23 19:29:00,2026-06-23 19:30:39,2026-06-23 19:30:39,11.65,scooter,1,19,Mumbai,Goregaon,0,
O00855,S003,P013,Bakery,2026-06-03 06:57:00,2026-06-03 07:07:00,2026-06-03 07:08:12,2026-06-03 07:08:12,11.2,bike,1,6,Mumbai,Powai,0,
O00593,S003,P053,Dairy,2026-06-16 21:27:00,2026-06-16 21:37:00,2026-06-16 21:43:12,2026-06-16 21:43:12,16.2,scooter,1,21,Mumbai,Powai,0,
O00400,S008,P027,Bakery,2026-06-02 22:09:00,2026-06-02 22:19:00,2026-06-02 22:23:29,2026-06-02 22:23:29,14.483333333333333,bike,1,22,Mumbai,Worli,0,1.0
O01369,S008,P036,Fruits & Vegetables,2026-06-07 17:25:00,2026-06-07 17:35:00,2026-06-07 17:36:42,2026-06-07 17:36:42,11.7,bike,1,17,Mumbai,Worli,0,1.0
O01116,S016,P021,Beverages,2026-06-13 02:28:00,2026-06-13 02:38:00,2026-06-13 02:38:11,2026-06-13 02:38:11,10.183333333333334,bicycle,1,2,Bengaluru,Marathahalli,0,
O00029,S016,P017,Grocery,2026-06-03 17:53:00,2026-06-03 18:03:00,2026-06-03 18:02:09,2026-06-03 18:02:09,9.15,bike,0,17,Bengaluru,Marathahalli,1,
O01676,S002,P024,Fruits & Vegetables,2026-06-23 21:40:00,2026-06-23 21:50:00,2026-06-23 21:56:37,2026-06-23 21:56:37,16.616666666666667,bike,1,21,Mumbai,Bandra,0,
O01347,S005,P041,Personal Care,2026-06-11 16:38:00,2026-06-11 16:48:00,2026-06-11 16:45:11,2026-06-11 16:45:11,7.183333333333334,bike,0,16,Mumbai,Malad,1,0.0
O00300,S006,P047,Household,2026-06-06 07:34:00,2026-06-06 07:44:00,2026-06-06 07:41:55,2026-06-06 07:41:55,7.916666666666667,bicycle,0,7,Mumbai,Chembur,1,
O01728,S007,P050,Household,2026-06-29 20:55:00,2026-06-29 21:05:00,2026-06-29 21:12:09,2026-06-29 21:12:09,17.15,bike,1,20,Mumbai,Borivali,0,
O00011,S019,P037,Bakery,2026-06-08 19:51:00,2026-06-08 20:01:00,2026-06-08 19:59:06,2026-06-08 19:59:06,8.1,scooter,0,19,Bengaluru,Yelahanka,1,0.0
O01266,S016,P019,Beverages,2026-06-16 06:27:00,2026-06-16 06:37:00,2026-06-16 06:37:20,2026-06-16 06:37:20,10.333333333333334,bike,1,6,Bengaluru,Marathahalli,0,0.0
O00219,S001,P024,Household,2026-06-15 19:35:00,2026-06-15 19:45:00,2026-06-15 19:49:15,2026-06-15 19:49:15,14.25,bike,1,19,Mumbai,Andheri,0,
O01341,S020,P021,Household,2026-06-03 18:32:00,2026-06-03 18:42:00,2026-06-03 18:36:50,2026-06-03 18:36:50,4.833333333333333,bicycle,0,18,Bengaluru,Malleshwaram,1,
O00553,S018,P036,Snacks,2026-06-10 09:47:00,2026-06-10 09:57:00,2026-06-10 09:57:09,2026-06-10 09:57:09,10.15,bike,1,9,Bengaluru,Electronic City,0,0.0
O01586,S007,P018,Beverages,2026-06-27 21:27:00,2026-06-27 21:37:00,2026-06-27 21:44:41,2026-06-27 21:44:41,17.683333333333334,scooter,1,21,Mumbai,Borivali,0,
O01316,S005,P019,Bakery,2026-06-05 20:35:00,2026-06-05 20:45:00,2026-06-05 20:49:56,2026-06-05 20:49:56,14.933333333333334,bike,1,20,Mumbai,Malad,0,
O00853,S002,P005,Household,2026-06-12 13:32:00,2026-06-12 13:42:00,2026-06-12 13:38:39,2026-06-12 13:38:39,6.65,bike,0,13,Mumbai,Bandra,1,
O00238,S017,P029,Beverages,2026-06-27 23:43:00,2026-06-27 23:53:00,2026-06-27 23:52:21,2026-06-27 23:52:21,9.35,bike,0,23,Bengaluru,JP Nagar,1,
O00031,S003,P057,Dairy,2026-06-18 04:23:00,2026-06-18 04:33:00,2026-06-18 04:31:02,2026-06-18 04:31:02,8.033333333333333,bicycle,0,4,Mumbai,Powai,1,
O01535,S002,P053,Personal Care,2026-06-14 15:36:00,2026-06-14 15:46:00,2026-06-14 15:44:55,2026-06-14 15:44:55,8.916666666666666,scooter,0,15,Mumbai,Bandra,1,0.0
O01301,S003,P013,Dairy,2026-06-16 19:57:00,2026-06-16 20:07:00,2026-06-16 20:10:34,2026-06-16 20:10:34,13.566666666666666,bike,1,19,Mumbai,Powai,0,
O00865,S015,P035,Dairy,2026-06-18 11:58:00,2026-06-18 12:08:00,2026-06-18 12:11:22,2026-06-18 12:11:22,13.366666666666667,bike,1,11,Bengaluru,Jayanagar,0,
O00558,S019,P010,Household,2026-06-26 11:27:00,2026-06-26 11:37:00,2026-06-26 11:36:42,2026-06-26 11:36:42,9.7,bike,0,11,Bengaluru,Yelahanka,1,
O00673,S020,P002,Dairy,2026-06-29 11:19:00,2026-06-29 11:29:00,2026-06-29 11:29:06,2026-06-29 11:29:06,10.1,bike,1,11,Bengaluru,Malleshwaram,0,
O00138,S005,P051,Personal Care,2026-06-03 20:35:00,2026-06-03 20:45:00,2026-06-03 20:43:02,2026-06-03 20:43:02,8.033333333333333,bike,0,20,Mumbai,Malad,1,
O00924,S016,P038,Grocery,2026-06-11 12:24:00,2026-06-11 12:34:00,2026-06-11 12:31:24,2026-06-11 12:31:24,7.4,bike,0,12,Bengaluru,Marathahalli,1,0.0
O00533,S007,P019,Bakery,2026-06-06 23:04:00,2026-06-06 23:14:00,2026-06-06 23:16:28,2026-06-06 23:16:28,12.466666666666669,bike,1,23,Mumbai,Borivali,0,
O01082,S014,P052,Grocery,2026-06-19 19:59:00,2026-06-19 20:09:00,2026-06-19 20:11:33,2026-06-19 20:11:33,12.55,bike,1,19,Bengaluru,HSR Layout,0,
O01724,S009,P030,Bakery,2026-06-29 20:47:00,2026-06-29 20:57:00,2026-06-29 20:57:06,2026-06-29 20:57:06,10.1,bike,1,20,Mumbai,Kurla,0,1.0
O00047,S003,P053,Personal Care,2026-06-22 11:51:00,2026-06-22 12:01:00,2026-06-22 12:00:10,2026-06-22 12:00:10,9.166666666666666,scooter,0,11,Mumbai,Powai,1,
O00129,S008,P056,Fruits & Vegetables,2026-06-28 19:23:00,2026-06-28 19:33:00,2026-06-28 19:38:50,2026-06-28 19:38:50,15.833333333333334,bike,1,19,Mumbai,Worli,0,
O01431,S020,P031,Snacks,2026-06-09 18:46:00,2026-06-09 18:56:00,2026-06-09 18:54:00,2026-06-09 18:54:00,8.0,bike,0,18,Bengaluru,Malleshwaram,1,
O00114,S016,P056,Grocery,2026-06-20 06:40:00,2026-06-20 06:50:00,2026-06-20 06:50:23,2026-06-20 06:50:23,10.383333333333333,bike,1,6,Bengaluru,Marathahalli,0,
O00271,S008,P044,Snacks,2026-06-17 13:45:00,2026-06-17 13:55:00,2026-06-17 13:50:45,2026-06-17 13:50:45,5.75,scooter,0,13,Mumbai,Worli,1,
O00408,S015,P036,Personal Care,2026-06-04 14:51:00,2026-06-04 15:01:00,2026-06-04 14:59:46,2026-06-04 14:59:46,8.766666666666667,bike,0,14,Bengaluru,Jayanagar,1,
O00753,S011,P035,Bakery,2026-06-02 07:30:00,2026-06-02 07:40:00,2026-06-02 07:39:37,2026-06-02 07:39:37,9.616666666666667,bike,0,7,Bengaluru,Koramangala,1,
O01194,S011,P002,Household,2026-06-28 05:51:00,2026-06-28 06:01:00,2026-06-28 06:00:24,2026-06-28 06:00:24,9.4,bike,0,5,Bengaluru,Koramangala,1,
O00530,S010,P045,Grocery,2026-06-30 12:26:00,2026-06-30 12:36:00,2026-06-30 12:36:30,2026-06-30 12:36:30,10.5,bike,1,12,Mumbai,Goregaon,0,
O01567,S020,P055,Beverages,2026-06-26 11:32:00,2026-06-26 11:42:00,2026-06-26 11:40:39,2026-06-26 11:40:39,8.65,bike,0,11,Bengaluru,Malleshwaram,1,
O00471,S010,P013,Dairy,2026-06-17 19:57:00,2026-06-17 20:07:00,2026-06-17 20:15:46,2026-06-17 20:15:46,18.766666666666666,bike,1,19,Mumbai,Goregaon,0,
O00299,S016,P036,Household,2026-06-09 19:31:00,2026-06-09 19:41:00,2026-06-09 19:42:59,2026-06-09 19:42:59,11.983333333333333,bike,1,19,Bengaluru,Marathahalli,0,
O01415,S004,P048,Snacks,2026-06-08 01:29:00,2026-06-08 01:39:00,2026-06-08 01:36:26,2026-06-08 01:36:26,7.433333333333334,bike,0,1,Mumbai,Dadar,1,
O01213,S001,P036,Fruits & Vegetables,2026-06-11 13:30:00,2026-06-11 13:40:00,2026-06-11 13:41:31,2026-06-11 13:41:31,11.516666666666667,bike,1,13,Mumbai,Andheri,0,
O01142,S015,P025,Household,2026-06-24 12:12:00,2026-06-24 12:22:00,2026-06-24 12:20:56,2026-06-24 12:20:56,8.933333333333334,scooter,0,12,Bengaluru,Jayanagar,1,
O00833,S004,P021,Personal Care,2026-06-04 09:26:00,2026-06-04 09:36:00,2026-06-04 09:34:35,2026-06-04 09:34:35,8.583333333333334,bicycle,0,9,Mumbai,Dadar,1,
O01774,S012,P016,Bakery,2026-06-27 18:27:00,2026-06-27 18:37:00,2026-06-27 18:34:25,2026-06-27 18:34:25,7.416666666666667,bike,0,18,Bengaluru,Indiranagar,1,
O01524,S018,P016,Fruits & Vegetables,2026-06-22 16:08:00,2026-06-22 16:18:00,2026-06-22 16:16:29,2026-06-22 16:16:29,8.483333333333333,bike,0,16,Bengaluru,Electronic City,1,
O01012,S006,P012,Grocery,2026-06-26 06:27:00,2026-06-26 06:37:00,2026-06-26 06:32:51,2026-06-26 06:32:51,5.85,bike,0,6,Mumbai,Chembur,1,
O01104,S008,P024,Household,2026-06-22 08:33:00,2026-06-22 08:43:00,2026-06-22 08:44:38,2026-06-22 08:44:38,11.633333333333333,bike,1,8,Mumbai,Worli,0,0.0
O00672,S009,P024,Bakery,2026-06-15 22:00:00,2026-06-15 22:10:00,2026-06-15 22:18:54,2026-06-15 22:18:54,18.9,bike,1,22,Mumbai,Kurla,0,
O00702,S005,P042,Dairy,2026-06-11 06:34:00,2026-06-11 06:44:00,2026-06-11 06:38:44,2026-06-11 06:38:44,4.733333333333333,bike,0,6,Mumbai,Malad,1,
O00173,S018,P051,Grocery,2026-06-15 21:36:00,2026-06-15 21:46:00,2026-06-15 21:43:38,2026-06-15 21:43:38,7.633333333333334,bike,0,21,Bengaluru,Electronic City,1,
O00930,S018,P021,Personal Care,2026-06-14 12:39:00,2026-06-14 12:49:00,2026-06-14 12:46:16,2026-06-14 12:46:16,7.266666666666667,bicycle,0,12,Bengaluru,Electronic City,1,
O00450,S011,P059,Snacks,2026-06-03 12:25:00,2026-06-03 12:35:00,2026-06-03 12:37:38,2026-06-03 12:37:38,12.633333333333333,bicycle,1,12,Bengaluru,Koramangala,0,
O01140,S018,P008,Household,2026-06-03 19:32:00,2026-06-03 19:42:00,2026-06-03 19:42:56,2026-06-03 19:42:56,10.933333333333334,bike,1,19,Bengaluru,Electronic City,0,
O01049,S018,P037,Grocery,2026-06-19 15:48:00,2026-06-19 15:58:00,2026-06-19 15:52:26,2026-06-19 15:52:26,4.433333333333334,scooter,0,15,Bengaluru,Electronic City,1,
O01158,S008,P033,Grocery,2026-06-08 02:48:00,2026-06-08 02:58:00,2026-06-08 02:55:29,2026-06-08 02:55:29,7.483333333333333,scooter,0,2,Mumbai,Worli,1,0.0
O01092,S008,P009,Grocery,2026-06-02 07:37:00,2026-06-02 07:47:00,2026-06-02 07:47:09,2026-06-02 07:47:09,10.15,bike,1,7,Mumbai,Worli,0,
O00581,S007,P034,Fruits & Vegetables,2026-06-27 08:06:00,2026-06-27 08:16:00,2026-06-27 08:21:17,2026-06-27 08:21:17,15.283333333333331,bike,1,8,Mumbai,Borivali,0,
O00244,S001,P039,Bakery,2026-06-09 22:50:00,2026-06-09 23:00:00,2026-06-09 23:05:36,2026-06-09 23:05:36,15.6,bike,1,22,Mumbai,Andheri,0,
O00470,S011,P018,Household,2026-06-28 10:41:00,2026-06-28 10:51:00,2026-06-28 10:53:04,2026-06-28 10:53:04,12.066666666666666,scooter,1,10,Bengaluru,Koramangala,0,
O01072,S016,P024,Grocery,2026-06-09 14:45:00,2026-06-09 14:55:00,2026-06-09 14:51:36,2026-06-09 14:51:36,6.6,bike,0,14,Bengaluru,Marathahalli,1,
O00483,S014,P026,Fruits & Vegetables,2026-06-16 12:02:00,2026-06-16 12:12:00,2026-06-16 12:12:14,2026-06-16 12:12:14,10.233333333333333,scooter,1,12,Bengaluru,HSR Layout,0,1.0
O00943,S004,P012,Personal Care,2026-06-09 13:16:00,2026-06-09 13:26:00,2026-06-09 13:23:42,2026-06-09 13:23:42,7.7,bike,0,13,Mumbai,Dadar,1,
O01451,S003,P004,Beverages,2026-06-27 23:06:00,2026-06-27 23:16:00,2026-06-27 23:14:34,2026-06-27 23:14:34,8.566666666666666,bike,0,23,Mumbai,Powai,1,
O01497,S009,P018,Fruits & Vegetables,2026-06-10 20:05:00,2026-06-10 20:15:00,2026-06-10 20:22:35,2026-06-10 20:22:35,17.583333333333332,scooter,1,20,Mumbai,Kurla,0,1.0
O00443,S013,P012,Household,2026-06-29 12:11:00,2026-06-29 12:21:00,2026-06-29 12:17:32,2026-06-29 12:17:32,6.533333333333333,bike,0,12,Bengaluru,Whitefield,1,0.0
O00740,S019,P047,Household,2026-06-18 15:13:00,2026-06-18 15:23:00,2026-06-18 15:21:33,2026-06-18 15:21:33,8.55,bicycle,0,15,Bengaluru,Yelahanka,1,0.0
O00051,S018,P016,Snacks,2026-06-15 07:29:00,2026-06-15 07:39:00,2026-06-15 07:34:42,2026-06-15 07:34:42,5.7,bike,0,7,Bengaluru,Electronic City,1,0.0
O00276,S003,P035,Grocery,2026-06-30 21:59:00,2026-06-30 22:09:00,2026-06-30 22:11:45,2026-06-30 22:11:45,12.75,bike,1,21,Mumbai,Powai,0,
O01468,S016,P021,Personal Care,2026-06-25 19:46:00,2026-06-25 19:56:00,2026-06-25 19:53:44,2026-06-25 19:53:44,7.733333333333333,bicycle,0,19,Bengaluru,Marathahalli,1,
O00357,S020,P009,Personal Care,2026-06-27 09:03:00,2026-06-27 09:13:00,2026-06-27 09:09:30,2026-06-27 09:09:30,6.5,bike,0,9,Bengaluru,Malleshwaram,1,
O01490,S010,P003,Household,2026-06-12 17:56:00,2026-06-12 18:06:00,2026-06-12 18:03:42,2026-06-12 18:03:42,7.7,bike,0,17,Mumbai,Goregaon,1,
O00339,S004,P002,Household,2026-06-21 07:51:00,2026-06-21 08:01:00,2026-06-21 08:01:12,2026-06-21 08:01:12,10.2,bike,1,7,Mumbai,Dadar,0,
O01716,S009,P036,Beverages,2026-06-23 02:49:00,2026-06-23 02:59:00,2026-06-23 02:58:26,2026-06-23 02:58:26,9.433333333333334,bike,0,2,Mumbai,Kurla,1,0.0
O01031,S004,P047,Grocery,2026-06-27 12:40:00,2026-06-27 12:50:00,2026-06-27 12:46:14,2026-06-27 12:46:14,6.233333333333333,bicycle,0,12,Mumbai,Dadar,1,
O00911,S016,P032,Personal Care,2026-06-21 21:01:00,2026-06-21 21:11:00,2026-06-21 21:10:43,2026-06-21 21:10:43,9.716666666666669,scooter,0,21,Bengaluru,Marathahalli,1,
O00252,S009,P019,Snacks,2026-06-19 18:24:00,2026-06-19 18:34:00,2026-06-19 18:32:55,2026-06-19 18:32:55,8.916666666666666,bike,0,18,Mumbai,Kurla,1,
O01721,S011,P051,Bakery,2026-06-10 16:40:00,2026-06-10 16:50:00,2026-06-10 16:49:49,2026-06-10 16:49:49,9.816666666666666,bike,0,16,Bengaluru,Koramangala,1,
O01438,S010,P040,Dairy,2026-06-10 14:04:00,2026-06-10 14:14:00,2026-06-10 14:13:25,2026-06-10 14:13:25,9.416666666666666,bike,0,14,Mumbai,Goregaon,1,
O00571,S003,P034,Beverages,2026-06-13 22:14:00,2026-06-13 22:24:00,2026-06-13 22:29:30,2026-06-13 22:29:30,15.5,bike,1,22,Mumbai,Powai,0,
O00953,S015,P051,Dairy,2026-06-01 12:40:00,2026-06-01 12:50:00,2026-06-01 12:47:54,2026-06-01 12:47:54,7.9,bike,0,12,Bengaluru,Jayanagar,1,
O00985,S020,P009,Household,2026-06-22 07:23:00,2026-06-22 07:33:00,2026-06-22 07:29:25,2026-06-22 07:29:25,6.416666666666667,bike,0,7,Bengaluru,Malleshwaram,1,
O00737,S001,P054,Dairy,2026-06-07 11:21:00,2026-06-07 11:31:00,2026-06-07 11:30:05,2026-06-07 11:30:05,9.083333333333334,bike,0,11,Mumbai,Andheri,1,
O01183,S017,P027,Beverages,2026-06-24 13:11:00,2026-06-24 13:21:00,2026-06-24 13:18:43,2026-06-24 13:18:43,7.716666666666667,bike,0,13,Bengaluru,JP Nagar,1,
O00436,S006,P057,Fruits & Vegetables,2026-06-06 19:35:00,2026-06-06 19:45:00,2026-06-06 19:56:00,2026-06-06 19:56:00,21.0,bicycle,1,19,Mumbai,Chembur,0,
O01247,S008,P006,Dairy,2026-06-19 05:47:00,2026-06-19 05:57:00,2026-06-19 05:54:36,2026-06-19 05:54:36,7.6,bike,0,5,Mumbai,Worli,1,
O00006,S005,P009,Bakery,2026-06-18 08:33:00,2026-06-18 08:43:00,2026-06-18 08:41:16,2026-06-18 08:41:16,8.266666666666667,bike,0,8,Mumbai,Malad,1,
O01203,S013,P042,Fruits & Vegetables,2026-06-26 09:16:00,2026-06-26 09:26:00,2026-06-26 09:25:17,2026-06-26 09:25:17,9.283333333333331,bike,0,9,Bengaluru,Whitefield,1,
O00390,S006,P017,Snacks,2026-06-29 16:46:00,2026-06-29 16:56:00,2026-06-29 16:55:52,2026-06-29 16:55:52,9.866666666666667,bike,0,16,Mumbai,Chembur,1,
